"runID","numCenters","SSE","lambda"
"63",10,28.2871428645294,"0"
"71",1,76.975240597352,"150"
"71",2,58.7037433102521,"150"
"71",3,46.8376922363037,"150"
"71",4,37.711059087129,"150"
"71",5,29.8507333011351,"150"
"71",6,22.7404972316742,"150"
"71",7,21.2837221358609,"150"
"71",8,19.9903246199363,"150"
"71",9,18.9807776276021,"150"
"71",10,17.6951446893228,"150"
"72",1,67.2070135054086,"30"
"72",2,54.7386296998972,"30"
"72",3,44.5453075603138,"30"
"72",4,36.6285678072232,"30"
"72",5,29.2838358191399,"30"
"72",6,23.8451917510816,"30"
"72",7,22.2009825709368,"30"
"72",8,20.718301851093,"30"
"72",9,19.3899874321019,"30"
"72",10,18.5603794915473,"30"
"73",1,65.9253073318757,"0"
"73",2,56.2367894844142,"0"
"73",3,48.9616086550864,"0"
"73",4,42.7055506647217,"0"
"73",5,38.3894276612807,"0"
"73",6,34.6587725409626,"0"
"73",7,32.4365435438203,"0"
"73",8,30.2604624843438,"0"
"73",9,28.5035228900144,"0"
"73",10,26.7991700166229,"0"
"81",1,73.6685574758271,"150"
"81",2,55.3627039380205,"150"
"81",3,43.0872252467994,"150"
"81",4,35.1083248638389,"150"
"81",5,27.968675731922,"150"
"81",6,21.0305909534846,"150"
"81",7,19.8544443461733,"150"
"81",8,18.7920484702451,"150"
"81",9,18.1937152216802,"150"
"81",10,17.4582333040136,"150"
"82",1,61.0568815647224,"30"
"82",2,51.1396425587561,"30"
"82",3,43.6537659469184,"30"
"82",4,37.8555943436669,"30"
"82",5,32.3901535447771,"30"
"82",6,29.1065564308015,"30"
"82",7,27.1786556614341,"30"
"82",8,25.7939373278385,"30"
"82",9,24.5493172655973,"30"
"82",10,23.3410057647898,"30"
"83",1,55.1020122178957,"0"
"83",2,49.0993019750658,"0"
"83",3,45.1870042397079,"0"
"83",4,41.4808377937597,"0"
"83",5,38.9085992843431,"0"
"83",6,36.5542319383402,"0"
"83",7,34.4039478675886,"0"
"83",8,32.4188087605516,"0"
"83",9,30.797612918602,"0"
"83",10,29.2656748014805,"0"
"91",1,69.2851058358513,"150"
"91",2,55.4508150486852,"150"
"91",3,44.1400078746061,"150"
"91",4,35.15293896863,"150"
"91",5,27.7271049890484,"150"
"91",6,21.0268739568673,"150"
"91",7,19.4120622417084,"150"
"91",8,18.6516394664442,"150"
"91",9,18.0216123674058,"150"
"91",10,17.3315081407166,"150"
"92",1,60.3932305872336,"30"
"92",2,50.7058226978055,"30"
"92",3,43.6556852973106,"30"
"92",4,37.0375646156272,"30"
"92",5,31.5884629817343,"30"
"92",6,27.8250821617815,"30"
"92",7,26.1663654474636,"30"
"92",8,24.8058274215185,"30"
"92",9,23.6145708421929,"30"
"92",10,22.6262648522241,"30"
"93",1,60.7225546649828,"0"
"93",2,52.2196569498263,"0"
"93",3,45.6382520108616,"0"
"93",4,40.7944767758834,"0"
"93",5,37.1997170657017,"0"
"93",6,34.8361300153085,"0"
"93",7,32.5071762522759,"0"
"93",8,30.74139199865,"0"
"93",9,29.1847819492223,"0"
"93",10,27.7910536202853,"0"
"101",1,77.4807683394499,"150"
"101",2,63.000039909858,"150"
"101",3,50.328864486471,"150"
"101",4,38.3043823349165,"150"
"101",5,28.4100183813253,"150"
"101",6,19.6463796376943,"150"
"101",7,19.0477589792657,"150"
"101",8,18.4541931535709,"150"
"101",9,17.8625669345013,"150"
"101",10,17.2690011088065,"150"
"102",1,60.7412449493618,"30"
"102",2,49.6141146919484,"30"
"102",3,41.6423594000334,"30"
"102",4,35.3213882526092,"30"
"102",5,30.6392729625931,"30"
"102",6,27.7722416989541,"30"
"102",7,26.0169776725601,"30"
"102",8,24.527368669948,"30"
"102",9,23.1954253006325,"30"
"102",10,21.9465285935037,"30"
"103",1,59.1655854999237,"0"
"103",2,52.0250040461245,"0"
"103",3,45.7140342684397,"0"
"103",4,39.7728814612401,"0"
"103",5,36.7981523211321,"0"
"103",6,34.1796391088941,"0"
"103",7,32.263800770528,"0"
"103",8,30.5745350655319,"0"
"103",9,28.9699164545171,"0"
"103",10,27.5819739177607,"0"
"111",1,71.0986901315085,"150"
"111",2,55.4776680477859,"150"
"111",3,43.6874805107949,"150"
"111",4,35.2129580265326,"150"
"111",5,28.1482147994883,"150"
"111",6,22.2594057580854,"150"
"111",7,21.1633734816597,"150"
"111",8,20.0714692693209,"150"
"111",9,19.1618521976603,"150"
"111",10,18.4897974317027,"150"
"112",1,59.6762412724986,"30"
"112",2,50.9314345526976,"30"
"112",3,43.9729630799559,"30"
"112",4,37.7634292901353,"30"
"112",5,32.4006394710751,"30"
"112",6,28.4570388061066,"30"
"112",7,26.8613291906921,"30"
"112",8,25.4696904914503,"30"
"112",9,24.2544261772807,"30"
"112",10,23.0506427809305,"30"
"113",1,61.1679779698326,"0"
"113",2,51.0313617524749,"0"
"113",3,43.7942181688858,"0"
"113",4,38.5072300902894,"0"
"113",5,35.0846917984567,"0"
"113",6,31.992889133418,"0"
"113",7,30.1942938786538,"0"
"113",8,28.7505661617735,"0"
"113",9,27.4235191748438,"0"
"113",10,25.9986957249452,"0"
"121",1,74.961534008107,"150"
"121",2,60.6946182099653,"150"
"121",3,47.8600820400871,"150"
"121",4,35.7009908835777,"150"
"121",5,27.9188829246136,"150"
"121",6,21.4729472149833,"150"
"121",7,20.8263387222994,"150"
"121",8,20.1805045735288,"150"
"121",9,19.5345491346635,"150"
"121",10,18.8963269771449,"150"
"122",1,62.670187184199,"30"
"122",2,50.6997991065419,"30"
"122",3,41.8520625023191,"30"
"122",4,34.7705351015132,"30"
"122",5,30.8719071737312,"30"
"122",6,26.8112079654402,"30"
"122",7,25.1070782052413,"30"
"122",8,23.617752330118,"30"
"122",9,22.3243188287788,"30"
"122",10,21.1539549138571,"30"
"123",1,61.1002729511593,"0"
"123",2,52.6962087223681,"0"
"123",3,46.128863935199,"0"
"123",4,40.2773837692533,"0"
"123",5,35.9257023422668,"0"
"123",6,32.2635042069196,"0"
"123",7,30.6514250750694,"0"
"123",8,29.1498210874918,"0"
"123",9,27.7076388619647,"0"
"123",10,26.2767201916699,"0"
"131",1,80.7975926381597,"150"
"131",2,61.5218321604605,"150"
"131",3,49.7787916318994,"150"
"131",4,39.7980288870292,"150"
"131",5,30.2178083491115,"150"
"131",6,22.6797973050253,"150"
"131",7,20.5944813453837,"150"
"131",8,19.1525894883993,"150"
"131",9,18.0152579443215,"150"
"131",10,17.1293800234319,"150"
"132",1,56.9870305277244,"30"
"132",2,47.2888115230001,"30"
"132",3,38.9721543369357,"30"
"132",4,34.1296305991316,"30"
"132",5,29.9707275068495,"30"
"132",6,27.2638743736747,"30"
"132",7,25.9771524288113,"30"
"132",8,24.7697068452921,"30"
"132",9,23.6449641487091,"30"
"132",10,22.5352776977451,"30"
"133",1,61.273370702004,"0"
"133",2,52.4601886891434,"0"
"133",3,45.9222947780155,"0"
"133",4,40.7891492695398,"0"
"133",5,37.2708609199356,"0"
"133",6,34.8064702030423,"0"
"133",7,32.7036370281925,"0"
"133",8,30.8565127677503,"0"
"133",9,29.212772066809,"0"
"133",10,27.614941510354,"0"
"141",1,68.6191884082367,"150"
"141",2,56.4409755611576,"150"
"141",3,46.7402916063431,"150"
"141",4,37.7113161419158,"150"
"141",5,29.961970458043,"150"
"141",6,23.5489111755975,"150"
"141",7,22.5349208401108,"150"
"141",8,21.5490300788957,"150"
"141",9,20.6946764135482,"150"
"141",10,20.0098413279348,"150"
"142",1,63.6007582092167,"30"
"142",2,51.2324615121631,"30"
"142",3,41.472360595696,"30"
"142",4,35.7917783038151,"30"
"142",5,31.2604537442331,"30"
"142",6,26.8279919920934,"30"
"142",7,24.7251568507213,"30"
"142",8,23.5781126026129,"30"
"142",9,22.4982540025888,"30"
"142",10,21.4194086854989,"30"
"143",1,59.2945189322668,"0"
"143",2,52.4320615222786,"0"
"143",3,47.3353631344046,"0"
"143",4,43.2256481637251,"0"
"143",5,40.289226996233,"0"
"143",6,37.7446536555855,"0"
"143",7,35.6163499091829,"0"
"143",8,33.8135323609819,"0"
"143",9,32.1987012724372,"0"
"143",10,30.6610638773882,"0"
"151",1,69.6618288276829,"150"
"151",2,53.5787931352048,"150"
"151",3,41.0481440488849,"150"
"151",4,34.1292123434708,"150"
"151",5,27.4663537302907,"150"
"151",6,22.0892691814671,"150"
"151",7,21.0790678448514,"150"
"151",8,20.2075007189208,"150"
"151",9,19.4913141461885,"150"
"151",10,18.83598344439,"150"
"152",1,64.4291732589743,"30"
"152",2,52.2737343159256,"30"
"152",3,42.4153780353914,"30"
"152",4,36.2339597873486,"30"
"152",5,31.6819571334541,"30"
"152",6,27.4730458023348,"30"
"152",7,25.6763738487425,"30"
"152",8,24.417592768126,"30"
"152",9,23.2316144328266,"30"
"152",10,22.1038326529216,"30"
"153",1,61.0672159924077,"0"
"153",2,52.7021313934354,"0"
"153",3,45.3987162864664,"0"
"153",4,40.9742724098888,"0"
"153",5,37.8203076353198,"0"
"153",6,34.6929914098509,"0"
"153",7,32.0743294923868,"0"
"153",8,30.501507028576,"0"
"153",9,29.0382793663853,"0"
"153",10,27.5969310751549,"0"
"161",1,68.8834081033851,"150"
"161",2,56.5599528743327,"150"
"161",3,45.0213414926139,"150"
"161",4,36.0140613257786,"150"
"161",5,28.4864051023811,"150"
"161",6,21.7167586254821,"150"
"161",7,20.396192949735,"150"
"161",8,19.4938158304176,"150"
"161",9,18.8451735048615,"150"
"161",10,18.2021653477662,"150"
"162",1,66.4808285847047,"30"
"162",2,54.5934867700899,"30"
"162",3,46.6746355690908,"30"
"162",4,38.9437327163519,"30"
"162",5,32.4769153960226,"30"
"162",6,26.5216534212631,"30"
"162",7,24.2429123538145,"30"
"162",8,22.6402099408529,"30"
"162",9,21.4397081342848,"30"
"162",10,20.450536907806,"30"
"163",1,61.5823159414891,"0"
"163",2,52.9184116046602,"0"
"163",3,47.5593808138565,"0"
"163",4,43.1228899313228,"0"
"163",5,40.5058708724248,"0"
"163",6,38.0622587907461,"0"
"163",7,35.8730851881063,"0"
"163",8,34.0714289055417,"0"
"163",9,32.2984962891927,"0"
"163",10,30.8057446616347,"0"
"171",1,70.3089530279401,"150"
"171",2,54.2973884542622,"150"
"171",3,43.2237170245498,"150"
"171",4,34.8612995768719,"150"
"171",5,27.3428483674011,"150"
"171",6,20.6733501212961,"150"
"171",7,19.6292112899011,"150"
"171",8,19.008593088909,"150"
"171",9,18.4002725001035,"150"
"171",10,17.7932463151559,"150"
"172",1,61.0333808273789,"30"
"172",2,49.5107110350554,"30"
"172",3,40.2228562713702,"30"
"172",4,32.9912701030044,"30"
"172",5,27.1110474721069,"30"
"172",6,24.7518687470888,"30"
"172",7,23.5231417565977,"30"
"172",8,22.6054591619583,"30"
"172",9,21.7187973276827,"30"
"172",10,20.8366121765818,"30"
"173",1,60.2294927826889,"0"
"173",2,51.9849441796724,"0"
"173",3,45.1086110498076,"0"
"173",4,41.0956081534909,"0"
"173",5,38.0053694287685,"0"
"173",6,35.5242239475239,"0"
"173",7,33.5124919681311,"0"
"173",8,31.8075072209829,"0"
"173",9,30.1281926745115,"0"
"173",10,28.6060228826067,"0"
"181",1,78.765500109995,"150"
"181",2,57.7920333287094,"150"
"181",3,43.900542366203,"150"
"181",4,34.6309389202066,"150"
"181",5,26.9808005255797,"150"
"181",6,20.3325319741636,"150"
"181",7,19.3892733008095,"150"
"181",8,18.5905945640772,"150"
"181",9,17.9753559071484,"150"
"181",10,17.3857916418546,"150"
"182",1,59.6322331354848,"30"
"182",2,50.9473840750197,"30"
"182",3,42.8580622259522,"30"
"182",4,36.0235601951767,"30"
"182",5,29.6006226022366,"30"
"182",6,25.4194289475477,"30"
"182",7,24.0758508234195,"30"
"182",8,22.8430256981393,"30"
"182",9,21.7646226219184,"30"
"182",10,20.7734731625068,"30"
"183",1,63.9060474872645,"0"
"183",2,53.6169671068533,"0"
"183",3,47.2450436818148,"0"
"183",4,42.9325458702284,"0"
"183",5,39.9276727763348,"0"
"183",6,37.2531578140587,"0"
"183",7,35.1112570313218,"0"
"183",8,33.1305341121437,"0"
"183",9,31.299400991543,"0"
"183",10,29.612787535179,"0"
"191",1,72.7277336347406,"150"
"191",2,53.9348496041277,"150"
"191",3,43.8792954104194,"150"
"191",4,34.2586264357445,"150"
"191",5,26.8799420341265,"150"
"191",6,20.3020416838349,"150"
"191",7,19.187109298438,"150"
"191",8,18.3638178818619,"150"
"191",9,17.6516003659941,"150"
"191",10,17.0577565720794,"150"
"192",1,62.0913324085032,"30"
"192",2,51.9061764297172,"30"
"192",3,44.3861151943395,"30"
"192",4,37.8063419537201,"30"
"192",5,32.0624917193643,"30"
"192",6,27.6114995717938,"30"
"192",7,26.1718800153524,"30"
"192",8,24.8168657399962,"30"
"192",9,23.5720981419154,"30"
"192",10,22.4640956522782,"30"
"193",1,61.53922954872,"0"
"193",2,50.3634283165561,"0"
"193",3,45.2237661838275,"0"
"193",4,41.7865434733083,"0"
"193",5,38.4050005852514,"0"
"193",6,35.5542912182683,"0"
"193",7,33.1713310602195,"0"
"193",8,31.1442220394187,"0"
"193",9,29.3159748895944,"0"
"193",10,27.7811207864657,"0"
"201",1,76.9753608082158,"150"
"201",2,60.7235014794173,"150"
"201",3,47.6921936022958,"150"
"201",4,38.1755192293326,"150"
"201",5,29.2242430511065,"150"
"201",6,20.99806977239,"150"
"201",7,19.2510947628924,"150"
"201",8,18.6690761370691,"150"
"201",9,17.5447025615304,"150"
"201",10,16.9626839357072,"150"
"202",1,67.739386373288,"30"
"202",2,54.6927737918839,"30"
"202",3,44.4801717878682,"30"
"202",4,36.3145734939925,"30"
"202",5,30.0119538417202,"30"
"202",6,25.7309847589564,"30"
"202",7,23.9393010260519,"30"
"202",8,22.6460124176951,"30"
"202",9,21.5032982418276,"30"
"202",10,20.4233932889218,"30"
"203",1,63.179606182039,"0"
"203",2,52.6325037392848,"0"
"203",3,47.1745080864953,"0"
"203",4,42.7763529298064,"0"
"203",5,38.7443458585058,"0"
"203",6,34.9303436775024,"0"
"203",7,32.8573277352587,"0"
"203",8,31.0312707284511,"0"
"203",9,29.3536105167071,"0"
"203",10,27.8110355482715,"0"
"211",1,81.8746253994792,"150"
"211",2,62.9177478445926,"150"
"211",3,50.1572892641684,"150"
"211",4,37.7282876561491,"150"
"211",5,28.2625731490753,"150"
"211",6,20.4181860302515,"150"
"211",7,19.2315635254333,"150"
"211",8,18.2117402914835,"150"
"211",9,17.2612024498077,"150"
"211",10,16.371613291123,"150"
"212",1,69.5087058344186,"30"
"212",2,54.9221647303969,"30"
"212",3,44.2830026200755,"30"
"212",4,35.3693402214627,"30"
"212",5,27.5374070072038,"30"
"212",6,22.4178126812124,"30"
"212",7,21.2381584466995,"30"
"212",8,20.1612323397539,"30"
"212",9,19.2793287863525,"30"
"212",10,18.4717402588938,"30"
"213",1,62.9696423078412,"0"
"213",2,53.7328438938023,"0"
"213",3,45.8811638877474,"0"
"213",4,40.847352369968,"0"
"213",5,37.2062492377302,"0"
"213",6,33.8022245875922,"0"
"213",7,31.9543113147582,"0"
"213",8,30.2728764659405,"0"
"213",9,28.7806548108067,"0"
"213",10,27.3832400284914,"0"
"221",1,70.8898253833623,"150"
"221",2,57.6857091429496,"150"
"221",3,46.8763123059175,"150"
"221",4,37.4580574668439,"150"
"221",5,29.9050226678798,"150"
"221",6,22.9704101349688,"150"
"221",7,21.5461759111697,"150"
"221",8,20.5003915515996,"150"
"221",9,19.4987704525858,"150"
"221",10,18.8409872634484,"150"
"222",1,66.3879392035747,"30"
"222",2,53.1963046305325,"30"
"222",3,43.7028039512344,"30"
"222",4,37.137920687684,"30"
"222",5,31.0487211830827,"30"
"222",6,26.3451452427095,"30"
"222",7,24.3247310252841,"30"
"222",8,23.0209320888007,"30"
"222",9,21.9258023657899,"30"
"222",10,20.8601507744186,"30"
"223",1,62.4740941527978,"0"
"223",2,54.1514363081916,"0"
"223",3,48.4810650366153,"0"
"223",4,43.8318935430956,"0"
"223",5,40.5795572212577,"0"
"223",6,37.6194441678753,"0"
"223",7,35.3525538017997,"0"
"223",8,33.4347421188471,"0"
"223",9,31.6509428969305,"0"
"223",10,29.8761125207917,"0"
"231",1,77.8618292667179,"150"
"231",2,59.6248442266892,"150"
"231",3,43.7626616094392,"150"
"231",4,31.432633167778,"150"
"231",5,24.7040167786331,"150"
"231",6,19.1974496416165,"150"
"231",7,17.8373565463431,"150"
"231",8,16.7649589097583,"150"
"231",9,15.791882409256,"150"
"231",10,15.2467124264706,"150"
"232",1,61.7124443103138,"30"
"232",2,51.948932244654,"30"
"232",3,44.2607541523481,"30"
"232",4,38.4655266399884,"30"
"232",5,34.1339448158505,"30"
"232",6,30.189782509183,"30"
"232",7,28.0870327090119,"30"
"232",8,26.6425910419269,"30"
"232",9,25.2413054575088,"30"
"232",10,23.9986822407646,"30"
"233",1,66.6848347249144,"0"
"233",2,54.979400997951,"0"
"233",3,46.7811780734666,"0"
"233",4,41.097355944424,"0"
"233",5,36.7636343031598,"0"
"233",6,33.6832899701472,"0"
"233",7,31.7227698812637,"0"
"233",8,29.9904312484069,"0"
"233",9,28.31402436125,"0"
"233",10,26.7592392781994,"0"
"241",1,74.5646985884939,"150"
"241",2,58.0718312930926,"150"
"241",3,44.6383036749551,"150"
"241",4,35.5866284261542,"150"
"241",5,29.2626825473045,"150"
"241",6,23.2781298655313,"150"
"241",7,21.6894159829869,"150"
"241",8,20.1886150877443,"150"
"241",9,18.8521726629234,"150"
"241",10,17.6952071891719,"150"
"242",1,64.820731547227,"30"
"242",2,52.7872091797329,"30"
"242",3,43.3214099762087,"30"
"242",4,35.1849496005622,"30"
"242",5,29.1642811665323,"30"
"242",6,25.0584622111985,"30"
"242",7,23.6772455314462,"30"
"242",8,22.4356833536994,"30"
"242",9,21.4749334962959,"30"
"242",10,20.5300817326186,"30"
"243",1,61.2202871452714,"0"
"243",2,52.4313496886653,"0"
"243",3,46.1064016582901,"0"
"243",4,41.1584905169506,"0"
"243",5,38.0701564354645,"0"
"243",6,35.2835830556321,"0"
"243",7,33.2071035165097,"0"
"243",8,31.3574765641897,"0"
"243",9,29.5592954461637,"0"
"243",10,27.957003973755,"0"
"251",1,77.922134464821,"150"
"251",2,57.5969254997791,"150"
"251",3,45.4733900912631,"150"
"251",4,35.5260568008229,"150"
"251",5,27.3885484951585,"150"
"251",6,19.6323419974832,"150"
"251",7,18.6904255979016,"150"
"251",8,17.7752981822971,"150"
"251",9,17.1948295727574,"150"
"251",10,16.6252697136545,"150"
"252",1,58.4862872894386,"30"
"252",2,50.2025209266455,"30"
"252",3,43.0971998411413,"30"
"252",4,36.8661312451782,"30"
"252",5,32.7385399024484,"30"
"252",6,29.2453812658386,"30"
"252",7,27.6159821446521,"30"
"252",8,26.3187450988183,"30"
"252",9,25.1059131281959,"30"
"252",10,23.9779858772803,"30"
"253",1,57.9474442063676,"0"
"253",2,49.2067040600972,"0"
"253",3,44.5234392186586,"0"
"253",4,40.2868032946575,"0"
"253",5,36.4672214979661,"0"
"253",6,32.8965185332125,"0"
"253",7,31.1145015063213,"0"
"253",8,29.3577240379204,"0"
"253",9,27.9690844032083,"0"
"253",10,26.6028627784998,"0"
"261",1,69.9864088680811,"150"
"261",2,52.7347403788444,"150"
"261",3,42.0188934795917,"150"
"261",4,34.1330698918835,"150"
"261",5,26.803622124481,"150"
"261",6,21.8205150101987,"150"
"261",7,20.5315485343464,"150"
"261",8,19.3691728794717,"150"
"261",9,18.4215566309345,"150"
"261",10,17.7792500182302,"150"
"262",1,65.2544105911828,"30"
"262",2,49.9377430433423,"30"
"262",3,40.9640162067375,"30"
"262",4,35.7302198292161,"30"
"262",5,31.777785261948,"30"
"262",6,28.2032181797719,"30"
"262",7,26.2533259508884,"30"
"262",8,24.5199143557925,"30"
"262",9,23.0872511931961,"30"
"262",10,21.919948408931,"30"
"263",1,57.1587427798346,"0"
"263",2,48.2935377623665,"0"
"263",3,41.8512770235759,"0"
"263",4,37.8800484426845,"0"
"263",5,34.07343128646,"0"
"263",6,31.8419989373296,"0"
"263",7,30.4496019708191,"0"
"263",8,29.0843245591781,"0"
"263",9,27.8033626282631,"0"
"263",10,26.5724020613043,"0"
"271",1,83.2627126943036,"150"
"271",2,64.7744384337049,"150"
"271",3,51.2010982241163,"150"
"271",4,37.7422692451874,"150"
"271",5,26.2483257787899,"150"
"271",6,19.8680842924974,"150"
"271",7,17.6401199298257,"150"
"271",8,17.0850839090724,"150"
"271",9,16.5364950280811,"150"
"271",10,15.991480948166,"150"
"272",1,56.8445197582502,"30"
"272",2,47.6626247022116,"30"
"272",3,39.4089472756007,"30"
"272",4,33.209402070164,"30"
"272",5,28.8896630774492,"30"
"272",6,25.1880463198469,"30"
"272",7,23.9659330148277,"30"
"272",8,23.0367943723782,"30"
"272",9,22.1628201779825,"30"
"272",10,21.3486697668673,"30"
"273",1,62.6283677555666,"0"
"273",2,54.4632746381572,"0"
"273",3,48.0451052934551,"0"
"273",4,42.9033170785375,"0"
"273",5,38.2709621264305,"0"
"273",6,34.3739570441141,"0"
"273",7,32.3421994900601,"0"
"273",8,30.7122515737547,"0"
"273",9,29.1056134559881,"0"
"273",10,27.531773778188,"0"
"281",1,80.308914238569,"150"
"281",2,62.5268453183337,"150"
"281",3,49.0131372935618,"150"
"281",4,37.1583486970727,"150"
"281",5,28.3588414649148,"150"
"281",6,20.8927742250447,"150"
"281",7,19.6423135742899,"150"
"281",8,18.4565663740793,"150"
"281",9,17.871652799238,"150"
"281",10,17.0840401565585,"150"
"282",1,65.8043102277176,"30"
"282",2,51.0469738579912,"30"
"282",3,41.8696776454714,"30"
"282",4,35.064496179676,"30"
