"runID","numCenters","SSE","numSubgroups"
"11",1,59.789590637901,"2"
"11",2,39.0494757981688,"2"
"11",3,36.6262570056726,"2"
"11",4,34.220016186769,"2"
"11",5,32.2626824368989,"2"
"11",6,30.4751603179196,"2"
"11",7,28.9490304482469,"2"
"11",8,27.5760647550163,"2"
"11",9,26.1818430937669,"2"
"11",10,24.9753686250827,"2"
"12",1,59.2976941758169,"5"
"12",2,49.7000514257566,"5"
"12",3,43.457746937506,"5"
"12",4,38.8601375553391,"5"
"12",5,34.7947038398156,"5"
"12",6,32.926767277963,"5"
"12",7,31.2469630411392,"5"
"12",8,29.5730134944217,"5"
"12",9,28.0249445765122,"5"
"12",10,26.5768982908673,"5"
"13",1,61.3672529132799,"8"
"13",2,52.448390203098,"8"
"13",3,48.0102643149205,"8"
"13",4,44.4027784540808,"8"
"13",5,41.3455740450228,"8"
"13",6,38.5744063400866,"8"
"13",7,35.8382052666531,"8"
"13",8,33.5734525713965,"8"
"13",9,31.51489886044,"8"
"13",10,29.6261297275911,"8"
"21",1,62.8847713163049,"2"
"21",2,36.6321419439306,"2"
"21",3,33.8765444362592,"2"
"21",4,31.6288586281914,"2"
"21",5,30.1344787139269,"2"
"21",6,28.7199711003266,"2"
"21",7,27.3679665641514,"2"
"21",8,26.1169724244693,"2"
"21",9,24.9463026881942,"2"
"21",10,23.6960457751068,"2"
"22",1,66.5892823339244,"5"
"22",2,52.4914875796148,"5"
"22",3,44.6897209637039,"5"
"22",4,38.9214394126525,"5"
"22",5,35.198578601738,"5"
"22",6,33.0576425714824,"5"
"22",7,31.4907518580732,"5"
"22",8,29.9984988430472,"5"
"22",9,28.5333332347137,"5"
"22",10,27.2192641372375,"5"
"23",1,61.2921366769581,"8"
"23",2,53.8799888848048,"8"
"23",3,49.1349863237654,"8"
"23",4,44.5868628569131,"8"
"23",5,40.1345365202704,"8"
"23",6,37.3525721483325,"8"
"23",7,34.7562151607722,"8"
"23",8,32.3794963363724,"8"
"23",9,30.299579772006,"8"
"23",10,28.5636074696818,"8"
"31",1,56.0312478338642,"2"
"31",2,37.3600057777711,"2"
"31",3,35.0498662065851,"2"
"31",4,32.9260137431594,"2"
"31",5,31.373689077808,"2"
"31",6,29.8452695523733,"2"
"31",7,28.5440684507585,"2"
"31",8,27.279882142003,"2"
"31",9,26.1107906347525,"2"
"31",10,24.978648720973,"2"
"32",1,60.9818388303532,"5"
"32",2,52.6685809350803,"5"
"32",3,45.1718203644173,"5"
"32",4,39.0177737689239,"5"
"32",5,34.466562727252,"5"
"32",6,32.4509298976111,"5"
"32",7,30.5004539832535,"5"
"32",8,28.8319913151372,"5"
"32",9,27.3083523782104,"5"
"32",10,26.0514706511727,"5"
"33",1,58.1555191978808,"8"
"33",2,52.5480092741564,"8"
"33",3,47.391294414655,"8"
"33",4,43.1451146960126,"8"
"33",5,39.1892688927255,"8"
"33",6,35.2880990464267,"8"
"33",7,31.9808024328809,"8"
"33",8,30.1717094874912,"8"
"33",9,28.7051318808939,"8"
"33",10,27.3515516614157,"8"
"41",1,63.5448766793253,"2"
"41",2,39.333732884322,"2"
"41",3,36.4543746739459,"2"
"41",4,33.8708677610951,"2"
"41",5,32.0285973178547,"2"
"41",6,30.4338196794096,"2"
"41",7,28.9410331102277,"2"
"41",8,27.6210601603157,"2"
"41",9,26.2413638985031,"2"
"41",10,24.994616155304,"2"
"42",1,57.6064908880233,"5"
"42",2,48.2920050300564,"5"
"42",3,43.0836146755427,"5"
"42",4,39.0623136093495,"5"
"42",5,35.2130659677574,"5"
"42",6,33.2290402671923,"5"
"42",7,31.3374460609181,"5"
"42",8,29.5530573309048,"5"
"42",9,27.8136217097909,"5"
"42",10,26.2924402867804,"5"
"43",1,62.1469950221751,"8"
"43",2,53.452053888375,"8"
"43",3,48.9871156316447,"8"
"43",4,45.0795578730906,"8"
"43",5,41.5420695240157,"8"
"43",6,38.3758414730542,"8"
"43",7,35.9262703176228,"8"
"43",8,33.7058424868392,"8"
"43",9,31.8395452245967,"8"
"43",10,30.1871246710369,"8"
"51",1,54.8193900996348,"2"
"51",2,37.6346543282699,"2"
"51",3,35.2371805609183,"2"
"51",4,33.0960083487663,"2"
"51",5,31.2035029730604,"2"
"51",6,29.624506394934,"2"
"51",7,28.0977314711479,"2"
"51",8,26.8594591238627,"2"
"51",9,25.6678427925526,"2"
"51",10,24.5585310858196,"2"
"52",1,63.0543924133681,"5"
"52",2,50.5519595784981,"5"
"52",3,43.9144764429887,"5"
"52",4,38.661915984801,"5"
"52",5,34.3631166862717,"5"
"52",6,32.150079468937,"5"
"52",7,30.2550057285758,"5"
"52",8,28.8878452631344,"5"
"52",9,27.6231802685815,"5"
"52",10,26.3781420861709,"5"
"53",1,58.8443005157234,"8"
"53",2,51.3722429656271,"8"
"53",3,46.5034208008381,"8"
"53",4,41.6766183814655,"8"
"53",5,37.96458379824,"8"
"53",6,35.1551222802354,"8"
"53",7,32.6588881326369,"8"
"53",8,30.2240413247832,"8"
"53",9,28.7012015296433,"8"
"53",10,27.2685887916776,"8"
"61",1,60.238017876251,"2"
"61",2,39.2221497573754,"2"
"61",3,36.2667692250608,"2"
"61",4,33.6182812606101,"2"
"61",5,32.0056080170667,"2"
"61",6,30.4658919121517,"2"
"61",7,29.0168690008396,"2"
"61",8,27.6014766872658,"2"
"61",9,26.3685711670662,"2"
"61",10,25.1691671790493,"2"
"62",1,63.6996383980109,"5"
"62",2,52.940251083306,"5"
"62",3,46.842909860492,"5"
"62",4,42.0409431331125,"5"
"62",5,39.2512661792959,"5"
"62",6,37.0138207199221,"5"
"62",7,35.0001821729191,"5"
"62",8,33.0883802382342,"5"
"62",9,31.3062768592894,"5"
"62",10,29.6349636217577,"5"
"63",1,58.8948333738309,"8"
"63",2,51.7640086618842,"8"
"63",3,47.1066256307135,"8"
"63",4,43.3885196913816,"8"
"63",5,39.959140910671,"8"
"63",6,37.2544906432151,"8"
"63",7,34.9101226493148,"8"
"63",8,33.0096632387307,"8"
"63",9,31.2336071260288,"8"
"63",10,29.6079021631801,"8"
"71",1,59.1088336802983,"2"
"71",2,37.2264411709131,"2"
"71",3,34.7832302193169,"2"
"71",4,32.9185051365084,"2"
"71",5,31.3638710373831,"2"
"71",6,29.8792547791439,"2"
"71",7,28.4890493139455,"2"
"71",8,27.2301411609132,"2"
"71",9,25.9967447548506,"2"
"71",10,24.8978491152618,"2"
"72",1,57.3913734587932,"5"
"72",2,48.929872166782,"5"
"72",3,41.6801772034276,"5"
"72",4,36.0833262880057,"5"
"72",5,32.483380892118,"5"
"72",6,30.59327520975,"5"
"72",7,28.8546330342846,"5"
"72",8,27.3308697875259,"5"
"72",9,25.9848968248934,"5"
"72",10,24.8851669419857,"5"
"73",1,55.5377770673706,"8"
"73",2,47.8885256982776,"8"
"73",3,43.5869557627976,"8"
"73",4,39.812112538908,"8"
"73",5,37.0304656632961,"8"
"73",6,34.4836804845195,"8"
"73",7,32.3448256766382,"8"
"73",8,30.52563721373,"8"
"73",9,29.0103132131843,"8"
"73",10,27.6365413199376,"8"
"81",1,63.7110080672826,"2"
"81",2,37.4225162954343,"2"
"81",3,34.862144698749,"2"
"81",4,32.620296538555,"2"
"81",5,30.7972206178802,"2"
"81",6,29.3925743642644,"2"
"81",7,28.0437996083435,"2"
"81",8,26.7333888533391,"2"
"81",9,25.561941545249,"2"
"81",10,24.4137281154261,"2"
"82",1,67.896547687003,"5"
"82",2,55.7841392911993,"5"
"82",3,47.331186466998,"5"
"82",4,40.4937035679157,"5"
"82",5,34.2203830018062,"5"
"82",6,31.5632987832971,"5"
"82",7,29.6842787477629,"5"
"82",8,28.1685582070778,"5"
"82",9,26.8746621694319,"5"
"82",10,25.7052471271224,"5"
"83",1,61.0616789853708,"8"
"83",2,53.5945889804542,"8"
"83",3,48.1043167370352,"8"
"83",4,43.4189296661872,"8"
"83",5,40.0958841868407,"8"
"83",6,37.193678865502,"8"
"83",7,34.5701267268561,"8"
"83",8,32.6985409376636,"8"
"83",9,30.8915103399771,"8"
"83",10,29.2098551660558,"8"
"91",1,65.2397938260275,"2"
"91",2,39.2141618134852,"2"
"91",3,35.4412800790511,"2"
"91",4,33.3758775094925,"2"
"91",5,31.6582996451621,"2"
"91",6,30.0024613724841,"2"
"91",7,28.601471786844,"2"
"91",8,27.2427307010898,"2"
"91",9,25.9004038784676,"2"
"91",10,24.6495922574287,"2"
"92",1,53.9954594695323,"5"
"92",2,46.7242663707924,"5"
"92",3,41.3048039684407,"5"
"92",4,37.0242289653286,"5"
"92",5,33.3606806975199,"5"
"92",6,31.3067369023242,"5"
"92",7,29.5462833974176,"5"
"92",8,27.9794785125523,"5"
"92",9,26.6849670114076,"5"
"92",10,25.5122381749752,"5"
"93",1,57.7996938943804,"8"
"93",2,49.6377541069512,"8"
"93",3,45.044562455497,"8"
"93",4,40.7836640223659,"8"
"93",5,37.8656960964294,"8"
"93",6,34.9402147773013,"8"
"93",7,32.7602866746447,"8"
"93",8,30.9423963403017,"8"
"93",9,29.436462982839,"8"
"93",10,27.9874147671912,"8"
"101",1,66.9806673668311,"2"
"101",2,38.1568545141046,"2"
"101",3,34.0619781155503,"2"
"101",4,31.9081205924076,"2"
"101",5,30.269166538122,"2"
"101",6,28.9732856953276,"2"
"101",7,27.7314932645967,"2"
"101",8,26.5342240660242,"2"
"101",9,25.4216563921701,"2"
"101",10,24.3414146241167,"2"
"102",1,59.7271652623736,"5"
"102",2,48.8592558160053,"5"
"102",3,43.2137821438418,"5"
"102",4,38.2498521866793,"5"
"102",5,34.6210567106417,"5"
"102",6,32.8221855540145,"5"
"102",7,31.1665647760435,"5"
"102",8,29.545975647677,"5"
"102",9,28.1940582630246,"5"
"102",10,26.8546152754929,"5"
"103",1,56.6453825145147,"8"
"103",2,50.7829358207444,"8"
"103",3,45.8607158837003,"8"
"103",4,41.903184734616,"8"
"103",5,38.0319887348469,"8"
"103",6,34.5050721887378,"8"
"103",7,31.5089021285744,"8"
"103",8,29.4288426153579,"8"
"103",9,27.5144168869205,"8"
"103",10,25.9771245370243,"8"
"111",1,72.4743694846711,"2"
"111",2,38.2868361002412,"2"
"111",3,34.307262012804,"2"
"111",4,31.77881999408,"2"
"111",5,29.9466678680808,"2"
"111",6,28.2199928815088,"2"
"111",7,26.7880475440273,"2"
"111",8,25.527899557801,"2"
"111",9,24.2450986983709,"2"
"111",10,23.089841513096,"2"
"112",1,60.7914279198914,"5"
"112",2,51.7277898177367,"5"
"112",3,43.9455685742213,"5"
"112",4,40.3382013269883,"5"
"112",5,36.7317829605654,"5"
"112",6,34.4553552998202,"5"
"112",7,32.5071608272381,"5"
"112",8,30.5748255318486,"5"
"112",9,29.070442496492,"5"
"112",10,27.7445214405942,"5"
"113",1,61.7511287927537,"8"
"113",2,54.4105214762326,"8"
"113",3,48.8665823878771,"8"
"113",4,44.0444058233055,"8"
"113",5,40.4207347037433,"8"
"113",6,37.4908198159197,"8"
"113",7,34.876279683628,"8"
"113",8,32.5482699655959,"8"
"113",9,30.804772822063,"8"
"113",10,29.0361089076653,"8"
"121",1,47.5072757871487,"2"
"121",2,39.137842094548,"2"
"121",3,36.9255195240987,"2"
"121",4,34.848771484883,"2"
"121",5,32.9939302501253,"2"
"121",6,31.4075558493583,"2"
"121",7,29.8247735427281,"2"
"121",8,28.4844576433475,"2"
"121",9,27.1817838593905,"2"
"121",10,25.8993649946568,"2"
"122",1,62.5096117248191,"5"
"122",2,52.7475943877977,"5"
"122",3,45.7317310620849,"5"
"122",4,40.4886593679696,"5"
"122",5,36.0101102381161,"5"
"122",6,33.6984126941692,"5"
"122",7,31.6392170978485,"5"
"122",8,29.8285884066209,"5"
"122",9,28.0540857300383,"5"
"122",10,26.6147936083009,"5"
"123",1,60.7554744753022,"8"
"123",2,51.2892096288716,"8"
"123",3,45.4062850257253,"8"
"123",4,41.4120811740775,"8"
"123",5,38.7306933754022,"8"
"123",6,36.0841221721201,"8"
"123",7,33.6948078981592,"8"
"123",8,31.7675274738612,"8"
"123",9,30.1011524188275,"8"
"123",10,28.5041158553817,"8"
"131",1,58.7766352259902,"2"
"131",2,39.3912036599892,"2"
"131",3,36.1088386975099,"2"
"131",4,33.5515995154076,"2"
"131",5,31.7168636880714,"2"
"131",6,29.9917520607025,"2"
"131",7,28.5973808656639,"2"
"131",8,27.4308642171987,"2"
"131",9,26.23993951582,"2"
"131",10,25.1381917302771,"2"
"132",1,57.1603402791877,"5"
"132",2,48.5473692316511,"5"
"132",3,41.2580054115908,"5"
"132",4,37.6264763422952,"5"
"132",5,35.2465737067044,"5"
"132",6,33.2676443370239,"5"
"132",7,31.3205059373269,"5"
"132",8,29.5628072201859,"5"
"132",9,27.9464478644835,"5"
"132",10,26.5998967093442,"5"
"133",1,55.8901791296264,"8"
"133",2,49.6463737247337,"8"
"133",3,44.3813996016979,"8"
"133",4,40.2624793344829,"8"
"133",5,36.6746742360929,"8"
"133",6,33.0223049273489,"8"
"133",7,30.7540979552271,"8"
"133",8,28.8393841160488,"8"
"133",9,27.4047872671279,"8"
"133",10,26.0241710413514,"8"
"141",1,63.0672497785151,"2"
"141",2,36.5627602349256,"2"
"141",3,33.9743448759866,"2"
"141",4,31.6586105762051,"2"
"141",5,29.5058950245552,"2"
"141",6,28.267947201902,"2"
"141",7,27.0716588484893,"2"
"141",8,25.8911592822971,"2"
"141",9,24.7869751181783,"2"
"141",10,23.7331959916303,"2"
"142",1,67.4020495208016,"5"
"142",2,55.1440945649703,"5"
"142",3,47.5441971542869,"5"
