"runID","numCenters","SSE","M"
"31",6,21.2632418637903,"40"
"31",7,19.7965211369376,"40"
"31",8,18.9566409139925,"40"
"31",9,18.121128380686,"40"
"31",10,17.3305615347395,"40"
"32",1,288.504321092925,"100"
"32",2,217.794817738102,"100"
"32",3,171.02222604155,"100"
"32",4,128.581333813536,"100"
"32",5,97.4715564932069,"100"
"32",6,71.0916592438047,"100"
"32",7,67.5795437823283,"100"
"32",8,65.4951580106125,"100"
"32",9,63.6202857572723,"100"
"32",10,61.9622008023088,"100"
"33",1,464.207358901553,"160"
"33",2,333.805478819937,"160"
"33",3,278.954262877324,"160"
"33",4,231.334519705704,"160"
"33",5,184.599408993996,"160"
"33",6,153.276666757538,"160"
"33",7,144.237965570568,"160"
"33",8,139.642402749526,"160"
"33",9,136.416876335669,"160"
"33",10,133.18055041067,"160"
"41",1,72.4761476302131,"40"
"41",2,53.9076973818353,"40"
"41",3,43.8717736672106,"40"
"41",4,35.6150352920144,"40"
"41",5,27.5061056238304,"40"
"41",6,21.0550557986229,"40"
"41",7,19.4749051559348,"40"
"41",8,18.3655784747775,"40"
"41",9,17.6238761997472,"40"
"41",10,16.9809467588328,"40"
"42",1,243.227931696373,"100"
"42",2,195.395043081329,"100"
"42",3,161.859648372394,"100"
"42",4,129.927249170019,"100"
"42",5,100.425495970761,"100"
"42",6,74.795149746338,"100"
"42",7,71.1585817594469,"100"
"42",8,69.029464349941,"100"
"42",9,67.142716464346,"100"
"42",10,65.2781020744682,"100"
"43",1,558.02774173293,"160"
"43",2,435.817938139995,"160"
"43",3,343.698497755278,"160"
"43",4,281.264285884542,"160"
"43",5,234.048932279806,"160"
"43",6,202.643168557746,"160"
"43",7,192.021993402607,"160"
"43",8,183.709959850264,"160"
"43",9,176.454964651783,"160"
"43",10,170.13974748621,"160"
"51",1,79.6902641877725,"40"
"51",2,62.6157242029624,"40"
"51",3,49.3379199884944,"40"
"51",4,37.6291763349936,"40"
"51",5,27.3689683836652,"40"
"51",6,21.0679268159633,"40"
"51",7,19.6304270937457,"40"
"51",8,18.4180129021205,"40"
"51",9,17.3024110236221,"40"
"51",10,16.7405905966458,"40"
"52",1,257.612512644603,"100"
"52",2,192.779110386126,"100"
"52",3,151.463835888072,"100"
"52",4,117.890884574551,"100"
"52",5,94.9195568736074,"100"
"52",6,75.9455414643752,"100"
"52",7,71.8628699743509,"100"
"52",8,68.6269937737469,"100"
"52",9,65.8720313985651,"100"
"52",10,63.5127708857362,"100"
"53",1,471.414741266341,"160"
"53",2,386.56215937412,"160"
"53",3,315.205161787818,"160"
"53",4,256.891960133581,"160"
"53",5,206.189571618596,"160"
"53",6,161.507726128211,"160"
"53",7,152.000031083083,"160"
"53",8,145.568158413133,"160"
"53",9,140.585924545295,"160"
"53",10,136.896048741098,"160"
"61",1,68.6972097771213,"40"
"61",2,55.8918931823854,"40"
"61",3,46.0732791029505,"40"
"61",4,36.8152871107363,"40"
"61",5,28.2832633493844,"40"
"61",6,21.8637206782374,"40"
"61",7,20.7378317073652,"40"
"61",8,19.626549406592,"40"
"61",9,18.9378192896221,"40"
"61",10,18.2769724730253,"40"
"62",1,279.963391748548,"100"
"62",2,195.398573978627,"100"
"62",3,150.489592049759,"100"
"62",4,114.803063761271,"100"
"62",5,88.5448617907204,"100"
"62",6,67.0953839712679,"100"
"62",7,63.0120204546178,"100"
"62",8,60.5718667801381,"100"
"62",9,58.9056040078464,"100"
"62",10,57.430021811678,"100"
"63",1,477.910154866963,"160"
"63",2,350.848525387402,"160"
"63",3,271.099559623563,"160"
"63",4,233.605945521587,"160"
"63",5,200.079199512737,"160"
"63",6,169.440644040862,"160"
"63",7,161.087296865423,"160"
"63",8,154.958847143027,"160"
"63",9,149.255110138392,"160"
"63",10,143.836078027159,"160"
"71",1,70.1975601718117,"40"
"71",2,53.6666663507531,"40"
"71",3,43.820728206231,"40"
"71",4,35.3017370671386,"40"
"71",5,28.0070651389471,"40"
"71",6,21.3306618924582,"40"
"71",7,19.8372769112859,"40"
"71",8,18.7566535321641,"40"
"71",9,17.6835815528665,"40"
"71",10,17.1225855216533,"40"
"72",1,292.826299869299,"100"
"72",2,235.549543341731,"100"
"72",3,181.000015354924,"100"
"72",4,139.157591412798,"100"
"72",5,104.388985832927,"100"
"72",6,77.2200200116203,"100"
"72",7,72.5252749370278,"100"
"72",8,69.0412164305175,"100"
"72",9,66.3997663441061,"100"
"72",10,64.1172768864688,"100"
"73",1,516.273204756132,"160"
"73",2,410.214673376146,"160"
"73",3,326.776858811025,"160"
"73",4,255.143876213086,"160"
"73",5,198.317153034771,"160"
"73",6,171.271599694404,"160"
"73",7,160.418208841264,"160"
"73",8,155.426564634202,"160"
"73",9,150.777267732754,"160"
"73",10,146.154001167486,"160"
"81",1,70.6893279897131,"40"
"81",2,54.4083426625954,"40"
"81",3,42.6484077243471,"40"
"81",4,34.6003818094071,"40"
"81",5,28.091726668857,"40"
"81",6,22.6918961269171,"40"
"81",7,21.156851518454,"40"
"81",8,19.9843405835416,"40"
"81",9,18.9841920666897,"40"
"81",10,18.1413945365244,"40"
"82",1,257.860060639239,"100"
"82",2,204.455333370611,"100"
"82",3,169.745316210753,"100"
"82",4,135.863091631692,"100"
"82",5,106.638974079054,"100"
"82",6,81.3169097139615,"100"
"82",7,76.3372432578128,"100"
"82",8,73.1160928669119,"100"
"82",9,70.8113866370866,"100"
"82",10,68.8226722992783,"100"
"83",1,533.094164783523,"160"
"83",2,429.697400010991,"160"
"83",3,336.936243261931,"160"
"83",4,259.937649844741,"160"
"83",5,213.389878389581,"160"
"83",6,173.634506203055,"160"
"83",7,161.163720632466,"160"
"83",8,153.345672991383,"160"
"83",9,147.74552027103,"160"
"83",10,143.176841753404,"160"
"91",1,73.2824185288111,"40"
"91",2,57.7047188189386,"40"
"91",3,46.8462716456652,"40"
"91",4,36.2651864472066,"40"
"91",5,26.9323142173943,"40"
"91",6,20.405917804391,"40"
"91",7,19.5706329892397,"40"
"91",8,18.7912005807001,"40"
"91",9,18.0667348773811,"40"
"91",10,17.4519847556512,"40"
"92",1,234.916756903208,"100"
"92",2,181.984433390159,"100"
"92",3,147.891325866295,"100"
"92",4,118.939549257202,"100"
"92",5,96.6799001033741,"100"
"92",6,80.4472749762425,"100"
"92",7,77.3996891148825,"100"
"92",8,74.6786890007806,"100"
"92",9,72.5111936144715,"100"
"92",10,70.3908618267276,"100"
"93",1,436.464346556843,"160"
"93",2,352.683117179277,"160"
"93",3,285.134916810607,"160"
"93",4,235.384762555896,"160"
"93",5,201.074626536475,"160"
"93",6,183.948332116041,"160"
"93",7,172.293614372441,"160"
"93",8,166.208700857105,"160"
"93",9,160.443634843364,"160"
"93",10,155.708991655502,"160"
"101",1,80.4019384449585,"40"
"101",2,60.2877837550897,"40"
"101",3,46.7001279267419,"40"
"101",4,37.4374096827179,"40"
"101",5,28.2399498749346,"40"
"101",6,20.5147356248084,"40"
"101",7,19.5784830668316,"40"
"101",8,18.6988719821482,"40"
"101",9,17.8822751240784,"40"
"101",10,17.1723741929953,"40"
"102",1,213.814592954668,"100"
"102",2,158.785949462848,"100"
"102",3,124.141992260938,"100"
"102",4,102.711304079193,"100"
"102",5,85.5236714280176,"100"
"102",6,75.4317508297511,"100"
"102",7,72.2019512481493,"100"
"102",8,69.9675851707371,"100"
"102",9,68.1431083034134,"100"
"102",10,66.4196023006141,"100"
"103",1,507.20414694344,"160"
"103",2,366.164576570575,"160"
"103",3,291.1004199911,"160"
"103",4,238.385125233174,"160"
"103",5,186.692580347696,"160"
"103",6,153.455749273012,"160"
"103",7,146.353279504826,"160"
"103",8,141.015238508776,"160"
"103",9,137.387011469877,"160"
"103",10,134.196679732487,"160"
"111",1,74.8315409941983,"40"
"111",2,60.8240521341512,"40"
"111",3,50.164244136867,"40"
"111",4,39.9888256483142,"40"
"111",5,31.5358785157612,"40"
"111",6,23.6826304204857,"40"
"111",7,21.7355166809672,"40"
"111",8,20.0068654866519,"40"
"111",9,18.8806032501986,"40"
"111",10,17.5226874826945,"40"
"112",1,258.232202360998,"100"
"112",2,196.170411699212,"100"
"112",3,144.480853852981,"100"
"112",4,114.499340438943,"100"
"112",5,89.6969756800789,"100"
"112",6,70.1075235794634,"100"
"112",7,67.9741456091718,"100"
"112",8,65.8886020705528,"100"
"112",9,63.8509756151565,"100"
"112",10,62.2518698765823,"100"
"113",1,492.481625954521,"160"
"113",2,385.648611088404,"160"
"113",3,316.41592175738,"160"
"113",4,266.846274637154,"160"
"113",5,221.582802739114,"160"
"113",6,190.575324256149,"160"
"113",7,170.742838639613,"160"
"113",8,163.699623088531,"160"
"113",9,157.478389643449,"160"
"113",10,153.165241230117,"160"
"121",1,71.7112074302702,"40"
"121",2,58.7288649963773,"40"
"121",3,47.8324335776446,"40"
"121",4,37.5316326439036,"40"
"121",5,27.9392554865166,"40"
"121",6,21.1736409372762,"40"
"121",7,20.1650072454387,"40"
"121",8,19.4301507594791,"40"
"121",9,18.6248772840859,"40"
"121",10,17.8900207981263,"40"
"122",1,247.931936330709,"100"
"122",2,194.649366325949,"100"
"122",3,153.833235490672,"100"
"122",4,124.553912251556,"100"
"122",5,97.5884521196789,"100"
"122",6,74.538025043491,"100"
"122",7,71.292192904485,"100"
"122",8,69.5055475508687,"100"
"122",9,67.7853610456593,"100"
"122",10,66.1348501801941,"100"
"123",1,508.098228534426,"160"
"123",2,406.861979363365,"160"
"123",3,310.349963261336,"160"
"123",4,249.543268135014,"160"
"123",5,197.318254612354,"160"
"123",6,152.446751183225,"160"
"123",7,147.330012982063,"160"
"123",8,142.70145399986,"160"
"123",9,138.318335079341,"160"
"123",10,135.159785608323,"160"
"131",1,68.4148419033619,"40"
"131",2,56.2693357238621,"40"
"131",3,44.7230709796694,"40"
"131",4,35.0477280348614,"40"
"131",5,27.1602422627469,"40"
"131",6,21.7571026377125,"40"
"131",7,20.8515653636119,"40"
"131",8,19.9833016034208,"40"
"131",9,19.2004795693652,"40"
"131",10,18.5594488999397,"40"
"132",1,256.809078614542,"100"
"132",2,201.41862339237,"100"
"132",3,160.870971385093,"100"
"132",4,129.952969661714,"100"
"132",5,101.32992460052,"100"
"132",6,79.7131802774579,"100"
"132",7,74.2772566168461,"100"
"132",8,70.72593894528,"100"
"132",9,68.5091577239142,"100"
"132",10,66.7479535997795,"100"
"133",1,496.55864366018,"160"
"133",2,384.108434895117,"160"
"133",3,302.389900711821,"160"
"133",4,248.139958478136,"160"
"133",5,197.68447218627,"160"
"133",6,158.060611602963,"160"
"133",7,148.386410661652,"160"
"133",8,143.790287301183,"160"
"133",9,140.004433256177,"160"
"133",10,136.623586640061,"160"
"141",1,76.6265333555357,"40"
"141",2,61.335503462314,"40"
"141",3,48.5606901109799,"40"
"141",4,36.414347793808,"40"
"141",5,27.9790820294959,"40"
"141",6,20.9256354800929,"40"
"141",7,19.8767002442514,"40"
"141",8,18.90085350751,"40"
"141",9,18.2917826940892,"40"
"141",10,17.6865555271518,"40"
"142",1,261.558888039579,"100"
"142",2,184.983424868259,"100"
"142",3,143.722320888202,"100"
"142",4,113.935520629449,"100"
"142",5,84.6469703206663,"100"
"142",6,64.9539381917923,"100"
"142",7,62.6166464474634,"100"
"142",8,60.7703819452031,"100"
"142",9,59.0882463522802,"100"
"142",10,57.5669567247583,"100"
"143",1,440.88696624847,"160"
"143",2,366.244922616034,"160"
"143",3,299.607941026551,"160"
"143",4,255.938227857832,"160"
"143",5,217.113357892012,"160"
"143",6,178.878021278501,"160"
"143",7,161.279975288911,"160"
"143",8,154.375727709434,"160"
"143",9,149.361142221849,"160"
"143",10,144.8287506378,"160"
"151",1,69.3653630899397,"40"
"151",2,57.313754452049,"40"
"151",3,46.5127627523977,"40"
"151",4,37.3823011182295,"40"
"151",5,28.8286916889985,"40"
"151",6,22.2323893274747,"40"
"151",7,21.3751316398812,"40"
"151",8,20.6434001183598,"40"
"151",9,19.8169570208571,"40"
"151",10,19.1497072500646,"40"
"152",1,249.947844174787,"100"
"152",2,178.489673374517,"100"
"152",3,130.56730950579,"100"
"152",4,100.448760396036,"100"
"152",5,86.5850249565246,"100"
"152",6,74.2349778946956,"100"
"152",7,71.5852748346254,"100"
"152",8,68.9387564092426,"100"
"152",9,67.0942604585127,"100"
"152",10,65.160825806101,"100"
"153",1,516.58657398701,"160"
"153",2,429.483640370338,"160"
"153",3,347.601152794314,"160"
"153",4,284.681312895269,"160"
"153",5,243.822976599036,"160"
"153",6,205.590512946032,"160"
"153",7,193.978946952612,"160"
"153",8,186.057084969711,"160"
"153",9,180.364007272148,"160"
"153",10,175.426279214805,"160"
"161",1,65.4884345056492,"40"
"161",2,53.8538204838436,"40"
"161",3,42.5511628967075,"40"
"161",4,34.9040457527939,"40"
"161",5,27.8717415339677,"40"
"161",6,22.5785189958882,"40"
"161",7,21.6857421569193,"40"
"161",8,20.9281730706991,"40"
"161",9,20.2232395289936,"40"
"161",10,19.4927581686224,"40"
"162",1,247.953396038348,"100"
"162",2,197.206406545042,"100"
"162",3,155.166861998788,"100"
"162",4,125.610909499836,"100"
"162",5,100.568922083384,"100"
"162",6,78.1390902583669,"100"
"162",7,74.8369362775626,"100"
"162",8,72.4373234277029,"100"
"162",9,70.0519286675858,"100"
"162",10,68.0827416611857,"100"
"163",1,501.595941727723,"160"
"163",2,386.847192493861,"160"
"163",3,313.053452056769,"160"
"163",4,253.854795067731,"160"
"163",5,206.463976981807,"160"
"163",6,175.139088274881,"160"
"163",7,164.374164175264,"160"
"163",8,159.206873023331,"160"
"163",9,154.098632017654,"160"
"163",10,150.00649194966,"160"
"171",1,67.7430510103651,"40"
"171",2,55.3454058133554,"40"
"171",3,45.7137962220098,"40"
"171",4,36.5191374856328,"40"
"171",5,29.470204669587,"40"
"171",6,23.2634871900451,"40"
"171",7,21.7718594579634,"40"
"171",8,20.756799822907,"40"
"171",9,19.7806188051761,"40"
"171",10,18.8679678627337,"40"
"172",1,266.319838297787,"100"
"172",2,205.887672186854,"100"
"172",3,160.15658181534,"100"
"172",4,122.208842278612,"100"
"172",5,95.4106700355382,"100"
"172",6,74.5643845739162,"100"
"172",7,69.9295934271944,"100"
"172",8,66.5696324775575,"100"
"172",9,64.8194079456516,"100"
"172",10,63.2228905549742,"100"
"173",1,475.196828994063,"160"
"173",2,375.07951851805,"160"
"173",3,299.794387699022,"160"
"173",4,255.031423994003,"160"
"173",5,213.148718321455,"160"
"173",6,184.896074874672,"160"
"173",7,172.473509678459,"160"
"173",8,165.563962151365,"160"
"173",9,159.070038474265,"160"
"173",10,155.308425904841,"160"
"181",1,79.0321353343314,"40"
"181",2,60.5821852235569,"40"
"181",3,46.8911761750632,"40"
"181",4,35.4397011752251,"40"
"181",5,27.1800276447987,"40"
"181",6,19.3409990942606,"40"
"181",7,18.2096473016697,"40"
"181",8,17.491756204795,"40"
"181",9,16.7950521702828,"40"
"181",10,16.2100944784789,"40"
"182",1,271.879502723177,"100"
"182",2,214.210327080385,"100"
"182",3,172.592307516525,"100"
"182",4,139.760135618846,"100"
"182",5,111.153218759431,"100"
"182",6,87.1068274987297,"100"
"182",7,79.5588605103309,"100"
"182",8,76.3833314049468,"100"
"182",9,73.9351814458412,"100"
"182",10,71.6022513660158,"100"
"183",1,454.946214663897,"160"
"183",2,356.413711782201,"160"
"183",3,292.777732796858,"160"
"183",4,247.524566211,"160"
"183",5,209.555962601248,"160"
"183",6,175.553542980201,"160"
"183",7,165.293857876449,"160"
"183",8,158.475848536245,"160"
"183",9,152.018928247281,"160"
"183",10,147.523847663585,"160"
"191",1,69.5252422434438,"40"
"191",2,52.9242358566844,"40"
"191",3,43.792102625003,"40"
"191",4,35.6665718750747,"40"
"191",5,28.3521316675584,"40"
"191",6,21.0824907056426,"40"
"191",7,19.8672289446423,"40"
"191",8,19.1056794064579,"40"
"191",9,18.366193747301,"40"
"191",10,17.6610064390179,"40"
"192",1,269.072560209911,"100"
"192",2,174.608020267197,"100"
"192",3,138.881595293128,"100"
"192",4,110.993834338214,"100"
"192",5,90.8512260828116,"100"
"192",6,78.3560585810771,"100"
"192",7,73.7066652028311,"100"
"192",8,70.5021384940424,"100"
"192",9,67.6684601271621,"100"
"192",10,65.3177660642548,"100"
"193",1,520.449211785256,"160"
"193",2,396.556698193905,"160"
"193",3,325.056640040941,"160"
"193",4,270.775144769039,"160"
"193",5,224.1347256711,"160"
"193",6,181.197397656477,"160"
"193",7,169.302115149679,"160"
"193",8,162.730050291316,"160"
"193",9,156.6541400574,"160"
"193",10,151.568911074609,"160"
"201",1,67.5264563627649,"40"
"201",2,54.558610492143,"40"
"201",3,44.0968335442342,"40"
"201",4,35.0757535247855,"40"
"201",5,28.2713938986816,"40"
"201",6,23.1286652934663,"40"
"201",7,21.7267203218349,"40"
"201",8,20.4130326383961,"40"
"201",9,19.2769812793277,"40"
"201",10,18.6732096171136,"40"
"202",1,258.671940451274,"100"
"202",2,189.786973552243,"100"
"202",3,152.115299789749,"100"
"202",4,123.417548100869,"100"
"202",5,98.4805406728831,"100"
"202",6,82.6597720197902,"100"
"202",7,78.1266038008,"100"
"202",8,74.2717460024775,"100"
"202",9,71.3390731250714,"100"
"202",10,68.99340251528,"100"
"203",1,507.857237626707,"160"
"203",2,405.316138926093,"160"
"203",3,334.985733122276,"160"
"203",4,279.740676905588,"160"
"203",5,226.023444632281,"160"
"203",6,179.074883008358,"160"
"203",7,167.665960368183,"160"
"203",8,162.131276087059,"160"
"203",9,157.61963243057,"160"
"203",10,153.525242328384,"160"
"211",1,67.6534241200797,"40"
"211",2,54.7128647547266,"40"
"211",3,44.1993710445795,"40"
"211",4,35.3083887780687,"40"
"211",5,27.4030332802142,"40"
"211",6,22.3554303119213,"40"
"211",7,21.5146975858137,"40"
"211",8,20.682941600052,"40"
"211",9,19.9070680124243,"40"
"211",10,19.219791173872,"40"
"212",1,239.383140954943,"100"
"212",2,184.07572727569,"100"
"212",3,150.71960979519,"100"
"212",4,126.188586107863,"100"
"212",5,101.72882283895,"100"
"212",6,81.1593537379337,"100"
"212",7,77.9103607542564,"100"
"212",8,75.1438277627911,"100"
"212",9,72.8186987525259,"100"
"212",10,70.8240304109306,"100"
"213",1,451.397317417159,"160"
"213",2,362.590279414508,"160"
"213",3,297.136147985588,"160"
"213",4,242.92926505028,"160"
"213",5,205.618470411497,"160"
"213",6,170.324885925937,"160"
"213",7,161.30877948989,"160"
"213",8,156.51896271709,"160"
"213",9,151.782326707278,"160"
"213",10,147.408514855333,"160"
"221",1,73.1704869084733,"40"
"221",2,58.6368011828136,"40"
"221",3,44.904738435903,"40"
"221",4,35.5271908098713,"40"
"221",5,28.0116983487326,"40"
"221",6,22.4720589069561,"40"
"221",7,20.4121382385008,"40"
"221",8,19.472255282907,"40"
"221",9,18.7549596020908,"40"
"221",10,18.0895341168722,"40"
"222",1,243.315154826765,"100"
"222",2,189.520920653516,"100"
"222",3,145.544218241139,"100"
"222",4,115.907528652442,"100"
"222",5,92.7909119773897,"100"
"222",6,71.3595736404569,"100"
"222",7,68.9793184457395,"100"
"222",8,66.7121789982818,"100"
"222",9,65.226157213241,"100"
"222",10,63.9643887979906,"100"
"223",1,579.275789307651,"160"
"223",2,384.031473390763,"160"
"223",3,320.506565745857,"160"
"223",4,262.606315523252,"160"
"223",5,212.209842172419,"160"
"223",6,166.083597291244,"160"
"223",7,155.721840739294,"160"
"223",8,147.608105224468,"160"
"223",9,142.107657737883,"160"
"223",10,138.290477667163,"160"
"231",1,76.7511376506734,"40"
"231",2,61.5037053949844,"40"
"231",3,48.8407517206711,"40"
"231",4,37.868592000596,"40"
"231",5,28.2912637631291,"40"
"231",6,20.8492986710084,"40"
"231",7,19.4906585082473,"40"
"231",8,18.3816477785332,"40"
"231",9,17.7961486769055,"40"
"231",10,16.904517082477,"40"
"232",1,240.47662503238,"100"
"232",2,189.889268528775,"100"
"232",3,156.982629880169,"100"
"232",4,127.595411267607,"100"
"232",5,102.994407899737,"100"
"232",6,79.6536538134528,"100"
"232",7,75.8269936172793,"100"
"232",8,72.8682212196111,"100"
"232",9,70.540429346179,"100"
"232",10,68.6187471271708,"100"
"233",1,454.259783146354,"160"
"233",2,376.752327890747,"160"
"233",3,315.861583601892,"160"
"233",4,263.903283170637,"160"
"233",5,225.165161788275,"160"
"233",6,189.97333018388,"160"
"233",7,176.732312316696,"160"
"233",8,169.128095730128,"160"
"233",9,162.558657079933,"160"
"233",10,157.332694309346,"160"
"241",1,70.2782203867662,"40"
"241",2,56.9750305774306,"40"
"241",3,46.9616753812783,"40"
"241",4,38.1993814271015,"40"
"241",5,29.9330245838316,"40"
"241",6,22.5443576041277,"40"
"241",7,21.3571986867533,"40"
"241",8,20.2653422187475,"40"
"241",9,19.305726427014,"40"
"241",10,18.6766434649572,"40"
"242",1,257.343917961151,"100"
"242",2,198.47046774409,"100"
"242",3,151.578413382844,"100"
"242",4,121.075581080461,"100"
"242",5,94.0447641263491,"100"
"242",6,77.4857111201051,"100"
"242",7,73.3052958348065,"100"
"242",8,70.6254099794713,"100"
"242",9,68.1941330408734,"100"
"242",10,65.8429833162573,"100"
"243",1,518.192693370794,"160"
"243",2,404.128126807275,"160"
"243",3,324.015956977792,"160"
"243",4,270.301743124622,"160"
"243",5,230.390353248916,"160"
"243",6,193.678635117662,"160"
"243",7,176.02050914875,"160"
"243",8,170.190068258783,"160"
"243",9,165.003574307625,"160"
"243",10,160.061907504715,"160"
"251",1,72.8777159898568,"40"
"251",2,58.904825734609,"40"
"251",3,46.5509958236874,"40"
"251",4,36.8328049133977,"40"
"251",5,28.2289626082987,"40"
"251",6,20.1736573720527,"40"
"251",7,18.9147364789526,"40"
"251",8,18.2158336147408,"40"
"251",9,17.6083753078832,"40"
"251",10,17.0138555639474,"40"
"252",1,266.222239915254,"100"
"252",2,193.959552121761,"100"
"252",3,146.022314252651,"100"
"252",4,115.658492284503,"100"
"252",5,89.8785153436394,"100"
"252",6,68.814487236704,"100"
"252",7,65.7113193034217,"100"
"252",8,63.818677365154,"100"
"252",9,62.1134458933855,"100"
"252",10,60.5597910186595,"100"
"253",1,517.044534776612,"160"
"253",2,386.50152423281,"160"
"253",3,323.733432475513,"160"
"253",4,262.952910757257,"160"
"253",5,209.668845928316,"160"
"253",6,173.452829580236,"160"
"253",7,166.995953022279,"160"
"253",8,161.364230452367,"160"
"253",9,155.935386926568,"160"
"253",10,151.446727991106,"160"
"261",1,70.347743274319,"40"
"261",2,54.396725384369,"40"
"261",3,42.8672849684272,"40"
"261",4,34.4102112787424,"40"
"261",5,27.5615750379513,"40"
"261",6,20.8162703942091,"40"
"261",7,19.640149954166,"40"
"261",8,18.7045820819735,"40"
"261",9,18.1127146100174,"40"
"261",10,17.4472521145203,"40"
"262",1,282.674850368125,"100"
"262",2,213.075592187801,"100"
"262",3,157.130981684605,"100"
"262",4,113.009012836707,"100"
"262",5,86.130158533493,"100"
"262",6,67.9835507310589,"100"
"262",7,65.4849397581081,"100"
"262",8,63.0872395371541,"100"
"262",9,61.373209815036,"100"
"262",10,59.7995524939784,"100"
"263",1,469.968035787047,"160"
"263",2,355.682792515436,"160"
"263",3,300.394341666348,"160"
"263",4,257.528476306792,"160"
"263",5,215.699249834701,"160"
"263",6,180.910761518847,"160"
"263",7,169.131230096211,"160"
"263",8,162.156924431847,"160"
"263",9,157.404974807347,"160"
"263",10,153.514793141713,"160"
"271",1,70.7549374653273,"40"
"271",2,57.9836608268637,"40"
"271",3,47.7115006694039,"40"
"271",4,37.8408072557876,"40"
"271",5,28.9783039999571,"40"
"271",6,22.3635260063918,"40"
"271",7,21.112129389377,"40"
"271",8,19.954654078348,"40"
"271",9,19.0031168135751,"40"
"271",10,17.9738629924327,"40"
"272",1,261.83559391368,"100"
"272",2,208.715834159336,"100"
"272",3,168.955220760777,"100"
"272",4,134.714064360143,"100"
"272",5,110.156392879359,"100"
"272",6,87.6706487872433,"100"
"272",7,83.4237895823217,"100"
"272",8,79.5705887412369,"100"
"272",9,76.7355981109838,"100"
"272",10,74.220097319502,"100"
"273",1,488.421545203146,"160"
"273",2,387.356432559704,"160"
"273",3,307.940765825815,"160"
"273",4,259.467998619413,"160"
"273",5,212.1081434231,"160"
"273",6,187.419284904059,"160"
"273",7,174.831374054895,"160"
"273",8,166.740143843711,"160"
"273",9,161.45298773178,"160"
"273",10,156.502914414835,"160"
"281",1,69.629503388864,"40"
"281",2,57.7632652041785,"40"
"281",3,46.9754764047097,"40"
"281",4,37.6381970430495,"40"
"281",5,30.2302974289091,"40"
"281",6,25.0035620956139,"40"
"281",7,23.2971956667088,"40"
"281",8,21.9460392005839,"40"
"281",9,20.6038743182367,"40"
"281",10,19.4449491017922,"40"
"282",1,246.737195947809,"100"
"282",2,195.164757201924,"100"
"282",3,159.508825600526,"100"
"282",4,124.860406674321,"100"
"282",5,97.5645316561341,"100"
"282",6,83.8909254067294,"100"
"282",7,76.9795216946079,"100"
"282",8,73.1962957424767,"100"
"282",9,70.7643959554033,"100"
"282",10,68.9182687785166,"100"
"283",1,494.930697954237,"160"
"283",2,382.596043208165,"160"
"283",3,315.928651486687,"160"
"283",4,258.534154954955,"160"
"283",5,208.579091736267,"160"
"283",6,172.537696197629,"160"
"283",7,162.3907238675,"160"
"283",8,154.936560648296,"160"
"283",9,148.437580095658,"160"
"283",10,142.072707368182,"160"
"291",1,73.6995425620309,"40"
"291",2,57.2532839325797,"40"
"291",3,44.4153656864719,"40"
"291",4,35.377689429082,"40"
"291",5,27.5581304625468,"40"
"291",6,19.7477525644337,"40"
"291",7,18.7797502870782,"40"
"291",8,17.8904588769568,"40"
